,userId,Buisness_id,Tokens,Labels,Ratings
1198,1198,DTIKGgzoKGLCNw2dNKfHZg,shrimp,B-FOOD,4
1199,1199,DTIKGgzoKGLCNw2dNKfHZg,chicken,B-FOOD,4
1200,1200,VeqkfRUzZAKlQer3npXPdQ,Spice,B-FOOD,1
1201,1201,VeqkfRUzZAKlQer3npXPdQ,goat curry,B-FOOD,1
1202,1202,VeqkfRUzZAKlQer3npXPdQ,curry,B-FOOD,1
1203,1203,VeqkfRUzZAKlQer3npXPdQ,sauce,B-FOOD,1
1204,1204,VeqkfRUzZAKlQer3npXPdQ,salt,B-FOOD,1
1205,1205,VeqkfRUzZAKlQer3npXPdQ,tomato,B-FOOD,1
1206,1206,VeqkfRUzZAKlQer3npXPdQ,goat,B-FOOD,1
1207,1207,VeqkfRUzZAKlQer3npXPdQ,rice,B-FOOD,1
1208,1208,Es39sSDXiReBthHLBSD_Xw,bread,B-FOOD,4
1209,1209,Es39sSDXiReBthHLBSD_Xw,crab cake,B-FOOD,4
1210,1210,Es39sSDXiReBthHLBSD_Xw,crab cake,B-FOOD,4
1211,1211,Es39sSDXiReBthHLBSD_Xw,fries,B-FOOD,4
1212,1212,Es39sSDXiReBthHLBSD_Xw,crab cake,B-FOOD,4
1213,1213,WIv5kTb_P3jnngPkMeRRNw,side,B-FOOD,2
1214,1214,WIv5kTb_P3jnngPkMeRRNw,iceberg,B-FOOD,2
1215,1215,WIv5kTb_P3jnngPkMeRRNw,iceberg,B-FOOD,2
1216,1216,WIv5kTb_P3jnngPkMeRRNw,carrots,B-FOOD,2
1217,1217,WIv5kTb_P3jnngPkMeRRNw,purple cabbage,B-FOOD,2
1218,1218,WIv5kTb_P3jnngPkMeRRNw,iceberg,B-FOOD,2
1219,1219,P50W1jWWLTFjuEUdkGZJdA,burger,B-FOOD,1
1220,1220,P50W1jWWLTFjuEUdkGZJdA,pork,B-FOOD,1
1221,1221,P50W1jWWLTFjuEUdkGZJdA,Food,B-FOOD,1
1222,1222,6kAXOzE7fqaBZINQV_-_mg,duck,B-FOOD,4
1223,1223,6kAXOzE7fqaBZINQV_-_mg,rice,B-FOOD,4
1224,1224,6kAXOzE7fqaBZINQV_-_mg,beef,B-FOOD,4
1225,1225,6kAXOzE7fqaBZINQV_-_mg,meat,B-FOOD,4
1226,1226,6kAXOzE7fqaBZINQV_-_mg,beef,B-FOOD,4
1227,1227,eMiN8nm70jjKg8izikVWDA,crab,B-FOOD,3
1228,1228,eMiN8nm70jjKg8izikVWDA,garlic,B-FOOD,3
1229,1229,eMiN8nm70jjKg8izikVWDA,chili pepper,B-FOOD,3
1230,1230,eMiN8nm70jjKg8izikVWDA,salt,B-FOOD,3
1231,1231,eMiN8nm70jjKg8izikVWDA,beer,B-FOOD,3
1232,1232,qq6vsh6ZEshfv4mTdrjA0g,seasoned,B-FOOD,3
1233,1233,qq6vsh6ZEshfv4mTdrjA0g,meal,B-FOOD,3
1234,1234,Wr2k0Vz8RbcumYulp-jIrA,rabbit,B-FOOD,5
1235,1235,oQ5CPRt0R3AzFvcjNOqB1w,brisket,B-FOOD,4
1236,1236,oQ5CPRt0R3AzFvcjNOqB1w,egg,B-FOOD,4
1237,1237,oQ5CPRt0R3AzFvcjNOqB1w,pimento cheese,B-FOOD,4
1238,1238,oQ5CPRt0R3AzFvcjNOqB1w,BBQ sauce,B-FOOD,4
1239,1239,oQ5CPRt0R3AzFvcjNOqB1w,meat,B-FOOD,4
1240,1240,cXSyVvOr9YRN9diDkaWs0Q,bacon,B-FOOD,3
1241,1241,ySSOZ_fz7wMhfjhWKzdR-w,side,B-FOOD,3
1242,1242,wnjFEC-w0qWnyDnO8k1RpA,drinks,B-FOOD,5
1243,1243,wnjFEC-w0qWnyDnO8k1RpA,salsa,B-FOOD,5
1244,1244,bdth7r1brx9yRU7sYwF9jQ,sushi,B-FOOD,3
1245,1245,bdth7r1brx9yRU7sYwF9jQ,mango sake,B-FOOD,3
1246,1246,bdth7r1brx9yRU7sYwF9jQ,tuna,B-FOOD,3
1247,1247,bdth7r1brx9yRU7sYwF9jQ,sushi,B-FOOD,3
1248,1248,bdth7r1brx9yRU7sYwF9jQ,sushi,B-FOOD,3
1249,1249,WQ832PDnsDshhbQFm83ISg,pretzel sticks,B-FOOD,1
1250,1250,HcEOK1WiOpHvhZtp7PkRmg,pork,B-FOOD,1
1251,1251,HcEOK1WiOpHvhZtp7PkRmg,fat,B-FOOD,1
1252,1252,ZhCnKe7U1TsHWnAlXl8Isw,chicken strips,B-FOOD,3
1253,1253,ZhCnKe7U1TsHWnAlXl8Isw,fries,B-FOOD,3
1254,1254,ZhCnKe7U1TsHWnAlXl8Isw,seasonal,B-FOOD,3
1255,1255,ZhCnKe7U1TsHWnAlXl8Isw,Chicken,B-FOOD,3
1256,1256,Dv6RfXLYe1atjgz3Xf4GGw,vegetarian,B-FOOD,5
1257,1257,vD2jzpPv4iyOLKzITscGvA,sweet potato,B-FOOD,5
1258,1258,quCIR7UcrMmpaKXYwet8pw,wine,B-FOOD,5
1259,1259,quCIR7UcrMmpaKXYwet8pw,pasta,B-FOOD,5
1260,1260,IbndcMURguByburM72o3SA,Grilled Chicken,B-FOOD,5
1261,1261,IbndcMURguByburM72o3SA,Spinach,B-FOOD,5
1262,1262,IbndcMURguByburM72o3SA,Swiss,B-FOOD,5
1263,1263,5v9Voa4a5MON7mAQO3gV3A,Chicken salad,B-FOOD,5
1264,1264,NV6zZPb5OGVpyX4JrSzUPg,salt,B-FOOD,2
1265,1265,NV6zZPb5OGVpyX4JrSzUPg,fries,B-FOOD,2
1266,1266,NV6zZPb5OGVpyX4JrSzUPg,salt,B-FOOD,2
1267,1267,NV6zZPb5OGVpyX4JrSzUPg,salt,B-FOOD,2
1268,1268,gGyqnAlpFrka_qzpO7j4lQ,variety,B-FOOD,5
1269,1269,rVhsjZWk_u20TDcvwhbdyQ,beans,B-FOOD,4
1270,1270,rVhsjZWk_u20TDcvwhbdyQ,chips,B-FOOD,4
1271,1271,rVhsjZWk_u20TDcvwhbdyQ,salsa,B-FOOD,4
1272,1272,rVhsjZWk_u20TDcvwhbdyQ,rice,B-FOOD,4
1273,1273,rVhsjZWk_u20TDcvwhbdyQ,beans,B-FOOD,4
1274,1274,rVhsjZWk_u20TDcvwhbdyQ,salsa,B-FOOD,4
1275,1275,rVhsjZWk_u20TDcvwhbdyQ,cilantro,B-FOOD,4
1276,1276,rVhsjZWk_u20TDcvwhbdyQ,chips,B-FOOD,4
1277,1277,rVhsjZWk_u20TDcvwhbdyQ,chips,B-FOOD,4
1278,1278,rVhsjZWk_u20TDcvwhbdyQ,salsa,B-FOOD,4
1279,1279,rVhsjZWk_u20TDcvwhbdyQ,beans,B-FOOD,4
1280,1280,rVhsjZWk_u20TDcvwhbdyQ,salsa sauces,B-FOOD,4
1281,1281,rVhsjZWk_u20TDcvwhbdyQ,spices,B-FOOD,4
1282,1282,rVhsjZWk_u20TDcvwhbdyQ,meat,B-FOOD,4
1283,1283,qdpdUjdkEUpzYDdce2yZng,bread rolls,B-FOOD,4
1284,1284,KgozvZ1UFfXuJToqe8CfQg,Chinese,B-FOOD,4
1285,1285,qdL-EbgoA7Gq_2u4e4YvLw,fries,B-FOOD,5
1286,1286,neWdmzHgbpqSx62jynDd7A,wine,B-FOOD,3
1287,1287,neWdmzHgbpqSx62jynDd7A,Chardonnay,B-FOOD,3
1288,1288,neWdmzHgbpqSx62jynDd7A,maytag,B-FOOD,3
1289,1289,neWdmzHgbpqSx62jynDd7A,blue cheese,B-FOOD,3
1290,1290,neWdmzHgbpqSx62jynDd7A,salad,B-FOOD,3
1291,1291,neWdmzHgbpqSx62jynDd7A,soy,B-FOOD,3
1292,1292,neWdmzHgbpqSx62jynDd7A,butter,B-FOOD,3
1293,1293,neWdmzHgbpqSx62jynDd7A,crawfish,B-FOOD,3
1294,1294,GBTPC53ZrG1ZBY3DT8Mbcw,crab,B-FOOD,4
1295,1295,GBTPC53ZrG1ZBY3DT8Mbcw,crispy,B-FOOD,4
1296,1296,GBTPC53ZrG1ZBY3DT8Mbcw,shrimp,B-FOOD,4
1297,1297,GBTPC53ZrG1ZBY3DT8Mbcw,grits,B-FOOD,4
1298,1298,GBTPC53ZrG1ZBY3DT8Mbcw,crab,B-FOOD,4
1299,1299,GBTPC53ZrG1ZBY3DT8Mbcw,shrimp,B-FOOD,4
1300,1300,GBTPC53ZrG1ZBY3DT8Mbcw,grits,B-FOOD,4
1301,1301,GBTPC53ZrG1ZBY3DT8Mbcw,shrimp,B-FOOD,4
1302,1302,GBTPC53ZrG1ZBY3DT8Mbcw,crab,B-FOOD,4
1303,1303,GBTPC53ZrG1ZBY3DT8Mbcw,rabbit,B-FOOD,4
1304,1304,GBTPC53ZrG1ZBY3DT8Mbcw,chicken,B-FOOD,4
1305,1305,u7_3L1NBWgxhBM_B-cmmnA,ricotta cheese,B-FOOD,4
1306,1306,u7_3L1NBWgxhBM_B-cmmnA,oil,B-FOOD,4
1307,1307,u7_3L1NBWgxhBM_B-cmmnA,beer,B-FOOD,4
1308,1308,SKW1zA4nY_SPKkQPmXNHoA,oregano,B-FOOD,5
1309,1309,SKW1zA4nY_SPKkQPmXNHoA,pizza,B-FOOD,5
1310,1310,5rryuz2myZJI0EfWtrTMxw,tea,B-FOOD,2
1311,1311,72Y65Cg8MO1t9cWCHpwEQQ,beef,B-FOOD,5
1312,1312,72Y65Cg8MO1t9cWCHpwEQQ,beef,B-FOOD,5
1313,1313,72Y65Cg8MO1t9cWCHpwEQQ,sweet peppers,B-FOOD,5
1314,1314,jtsckI_01hlbGLpEFwJu0A,wine,B-FOOD,5
1315,1315,jtsckI_01hlbGLpEFwJu0A,champagne,B-FOOD,5
1316,1316,KhBUg5QhBYuK8RZAe5gDMQ,beers,B-FOOD,4
1317,1317,5Y_TiS_KJAgJMf9ZiKutEQ,beer,B-FOOD,4
1318,1318,5Y_TiS_KJAgJMf9ZiKutEQ,crab,B-FOOD,4
1319,1319,5Y_TiS_KJAgJMf9ZiKutEQ,scallops,B-FOOD,4
1320,1320,5Y_TiS_KJAgJMf9ZiKutEQ,crab,B-FOOD,4
1321,1321,ZswVKOCuIcgh50eYtif_5g,seed,B-FOOD,5
1322,1322,WRMlifrYLjRY8q5YUUbfZA,Green tea,B-FOOD,5
1323,1323,WRMlifrYLjRY8q5YUUbfZA,peanut sauce,B-FOOD,5
1324,1324,ZnxGRJpKHRQ0SAYSJk4SFw,butter,B-FOOD,4
1325,1325,ZnxGRJpKHRQ0SAYSJk4SFw,bacon,B-FOOD,4
1326,1326,ZnxGRJpKHRQ0SAYSJk4SFw,bacon,B-FOOD,4
1327,1327,FHNIvNgh3fS7VZQq2Y3dsA,butternut squash,B-FOOD,4
1328,1328,FHNIvNgh3fS7VZQq2Y3dsA,goat cheese,B-FOOD,4
1329,1329,FHNIvNgh3fS7VZQq2Y3dsA,coconut curry,B-FOOD,4
1330,1330,8QJTzIaR5FceGds8HBSIig,red ale,B-FOOD,3
1331,1331,8QJTzIaR5FceGds8HBSIig,beer,B-FOOD,3
1332,1332,sWCCxY1-9B1FGlSVeQvnHg,sangria,B-FOOD,5
1333,1333,k6XrnjX2TBM_nDzD_XA9NQ,alcohol,B-FOOD,2
1334,1334,k6XrnjX2TBM_nDzD_XA9NQ,drinks,B-FOOD,2
1335,1335,k6XrnjX2TBM_nDzD_XA9NQ,drinks,B-FOOD,2
1336,1336,8FALz8g6oaTca0ufiUuF6w,spinach,B-FOOD,4
1337,1337,YeMouev-sLfAxykmcANNoQ,pizza,B-FOOD,1
1338,1338,D3DMIr-I0AKzlIKdErxHGg,black,B-FOOD,5
1339,1339,F2T2Ef5kcZuyTyUcJyh0rQ,beer,B-FOOD,2
1340,1340,F2T2Ef5kcZuyTyUcJyh0rQ,wine,B-FOOD,2
1341,1341,oThWInL6gUCt2d98fSIAfA,onion,B-FOOD,4
1342,1342,5TzAmqzksrUBB2tdHDQAUA,coffee,B-FOOD,5
1343,1343,5TzAmqzksrUBB2tdHDQAUA,coffee,B-FOOD,5
1344,1344,1T9F7iLDFAYWJvif1RKneg,papaya salad,B-FOOD,5
1345,1345,1T9F7iLDFAYWJvif1RKneg,curry,B-FOOD,5
1346,1346,mcr1lAEdvGLMJhuPwI3I2A,beef noodles,B-FOOD,3
1347,1347,mcr1lAEdvGLMJhuPwI3I2A,salty,B-FOOD,3
1348,1348,mcr1lAEdvGLMJhuPwI3I2A,fried rice,B-FOOD,3
1349,1349,mcr1lAEdvGLMJhuPwI3I2A,shrimp,B-FOOD,3
1350,1350,NT5S6JV5wPwKOd3s3Yh1zQ,ketchup,B-FOOD,5
1351,1351,NT5S6JV5wPwKOd3s3Yh1zQ,watermelon,B-FOOD,5
1352,1352,W4ZEKkva9HpAdZG88juwyQ,shrimp,B-FOOD,4
1353,1353,W4ZEKkva9HpAdZG88juwyQ,grits shrimp,B-FOOD,4
1354,1354,W4ZEKkva9HpAdZG88juwyQ,bread pudding,B-FOOD,4
1355,1355,W4ZEKkva9HpAdZG88juwyQ,bread pudding,B-FOOD,4
1356,1356,6xrDP4-S2mky3wOprv686A,mixed drinks,B-FOOD,1
1357,1357,W4ZEKkva9HpAdZG88juwyQ,drinks,B-FOOD,3
1358,1358,W4ZEKkva9HpAdZG88juwyQ,drinks,B-FOOD,3
1359,1359,W4ZEKkva9HpAdZG88juwyQ,BBQ shrimp,B-FOOD,3
1360,1360,W4ZEKkva9HpAdZG88juwyQ,Fish,B-FOOD,3
1361,1361,7EhTT4iEuA7JaaWA-eI3Qw,baked goods,B-FOOD,5
1362,1362,7EhTT4iEuA7JaaWA-eI3Qw,boba,B-FOOD,5
1363,1363,7EhTT4iEuA7JaaWA-eI3Qw,bread,B-FOOD,5
1364,1364,7EhTT4iEuA7JaaWA-eI3Qw,boba,B-FOOD,5
1365,1365,7EhTT4iEuA7JaaWA-eI3Qw,milk,B-FOOD,5
1366,1366,7EhTT4iEuA7JaaWA-eI3Qw,milk,B-FOOD,5
1367,1367,NcO-pWiZmNM5zBg8H9zB6Q,cheesecake,B-FOOD,5
1368,1368,C1D2o1VV2TDjpkG3BsdseA,beans,B-FOOD,4
1369,1369,C1D2o1VV2TDjpkG3BsdseA,beef,B-FOOD,4
1370,1370,C1D2o1VV2TDjpkG3BsdseA,chicken fajitas,B-FOOD,4
1371,1371,C1D2o1VV2TDjpkG3BsdseA,fish,B-FOOD,4
1372,1372,0qu0fNTOsSmuREYVIMPuIQ,Food,B-FOOD,4
1373,1373,0qu0fNTOsSmuREYVIMPuIQ,meat,B-FOOD,4
1374,1374,0qu0fNTOsSmuREYVIMPuIQ,bread,B-FOOD,4
1375,1375,0qu0fNTOsSmuREYVIMPuIQ,bread,B-FOOD,4
1376,1376,0qu0fNTOsSmuREYVIMPuIQ,horseradish sauce,B-FOOD,4
1377,1377,iDtIMWJVIGYspg5JvJKaOw,drinks,B-FOOD,3
1378,1378,SYy81zP4MPF4DtOqjRq4qg,beer,B-FOOD,5
1379,1379,SYy81zP4MPF4DtOqjRq4qg,drinks,B-FOOD,5
1380,1380,-ATiAtTikuGuqvaW2O6tNA,drinks,B-FOOD,1
1381,1381,-ATiAtTikuGuqvaW2O6tNA,dinner,B-FOOD,1
1382,1382,-ATiAtTikuGuqvaW2O6tNA,drink,B-FOOD,1
1383,1383,-ATiAtTikuGuqvaW2O6tNA,restaurant,B-FOOD,1
1384,1384,yE1raqkLX7OZsjmX3qKIKg,beer,B-FOOD,2
1385,1385,2er_V-oAd7IbQ5YTY56r7A,beer,B-FOOD,4
1386,1386,2er_V-oAd7IbQ5YTY56r7A,fries,B-FOOD,4
1387,1387,At6iwGTy6bDxc7PUEOTvQw,bread,B-FOOD,3
1388,1388,oQ5CPRt0R3AzFvcjNOqB1w,tortilla chips,B-FOOD,5
1389,1389,oQ5CPRt0R3AzFvcjNOqB1w,potato chips,B-FOOD,5
1390,1390,oQ5CPRt0R3AzFvcjNOqB1w,Beer,B-FOOD,5
1391,1391,oQ5CPRt0R3AzFvcjNOqB1w,Bloody,B-FOOD,5
1392,1392,_W9lITxMHNInaS2Lv2XoUw,wine,B-FOOD,4
1393,1393,_W9lITxMHNInaS2Lv2XoUw,cheese,B-FOOD,4
1394,1394,x483GUYbdSgjaX9Xi3nOUA,pasta,B-FOOD,4
1395,1395,x483GUYbdSgjaX9Xi3nOUA,fish,B-FOOD,4
1396,1396,x483GUYbdSgjaX9Xi3nOUA,pasta,B-FOOD,4
1397,1397,_RwlMTw9uFeOkfX9Ctf1HA,dessert,B-FOOD,3
1398,1398,bQKqeYwaHNal7JFAXzCMFg,poppyseed,B-FOOD,5
1399,1399,bQKqeYwaHNal7JFAXzCMFg,celery salt,B-FOOD,5
1400,1400,bQKqeYwaHNal7JFAXzCMFg,beef dogs,B-FOOD,5
1401,1401,bQKqeYwaHNal7JFAXzCMFg,onion,B-FOOD,5
1402,1402,kGNzqiYKDns-IU80uHF4sw,chicken,B-FOOD,3
1403,1403,u7MJKcNdZXYyTeb67vD5jw,caffeine,B-FOOD,4
1404,1404,u7MJKcNdZXYyTeb67vD5jw,coffee,B-FOOD,4
1405,1405,u7MJKcNdZXYyTeb67vD5jw,Starbucks,B-FOOD,4
1406,1406,u7MJKcNdZXYyTeb67vD5jw,Starbucks,B-FOOD,4
1407,1407,hqm2zJ1WY5UaVGZ6j07NNA,fruit bruschetta,B-FOOD,4
1408,1408,hqm2zJ1WY5UaVGZ6j07NNA,Popeye,B-FOOD,4
1409,1409,Z5po0aTuzKKblek5y6Sp8Q,beef,B-FOOD,5
1410,1410,Z5po0aTuzKKblek5y6Sp8Q,mozzarella cheese,B-FOOD,5
1411,1411,Z5po0aTuzKKblek5y6Sp8Q,portobello mushroom,B-FOOD,5
1412,1412,2er_V-oAd7IbQ5YTY56r7A,burger,B-FOOD,5
1413,1413,BIW1SKq5ItkA9gP6-FhSkA,salmon,B-FOOD,1
1414,1414,BIW1SKq5ItkA9gP6-FhSkA,bread,B-FOOD,1
1415,1415,BIW1SKq5ItkA9gP6-FhSkA,dog,B-FOOD,1
1416,1416,gC8i-lxwvGhVpOXM5eYdtA,beans,B-FOOD,5
1417,1417,gC8i-lxwvGhVpOXM5eYdtA,rice,B-FOOD,5
1418,1418,gC8i-lxwvGhVpOXM5eYdtA,barbocoa,B-FOOD,5
1419,1419,Vnob_w_Aohf7ZDqxcJ9z2A,flavor,B-FOOD,3
1420,1420,Vnob_w_Aohf7ZDqxcJ9z2A,bean,B-FOOD,3
1421,1421,Vnob_w_Aohf7ZDqxcJ9z2A,limes,B-FOOD,3
1422,1422,SeAF6UA88vWbKFkZ7iQRhA,orange,B-FOOD,1
1423,1423,k3lTRgvPvYUI-cX7_TAqNA,beverage,B-FOOD,5
1424,1424,k3lTRgvPvYUI-cX7_TAqNA,cocktail,B-FOOD,5
1425,1425,k3lTRgvPvYUI-cX7_TAqNA,dinner,B-FOOD,5
1426,1426,SZU9c8V2GuREDN5KgyHFJw,pear,B-FOOD,3
1427,1427,SZU9c8V2GuREDN5KgyHFJw,cioppino,B-FOOD,3
1428,1428,SZU9c8V2GuREDN5KgyHFJw,clam chowder,B-FOOD,3
1429,1429,SZU9c8V2GuREDN5KgyHFJw,crab,B-FOOD,3
1430,1430,SZU9c8V2GuREDN5KgyHFJw,crab,B-FOOD,3
1431,1431,SZU9c8V2GuREDN5KgyHFJw,crab,B-FOOD,3
1432,1432,SZU9c8V2GuREDN5KgyHFJw,onion,B-FOOD,3
1433,1433,SZU9c8V2GuREDN5KgyHFJw,pear,B-FOOD,3
1434,1434,NMtUD873aWrNjljt3VOcFA,fried chicken,B-FOOD,4
1435,1435,NMtUD873aWrNjljt3VOcFA,chicken,B-FOOD,4
1436,1436,NMtUD873aWrNjljt3VOcFA,buttermilk,B-FOOD,4
1437,1437,NMtUD873aWrNjljt3VOcFA,seasoned,B-FOOD,4
1438,1438,NMtUD873aWrNjljt3VOcFA,flour,B-FOOD,4
1439,1439,NMtUD873aWrNjljt3VOcFA,chicken,B-FOOD,4
1440,1440,NMtUD873aWrNjljt3VOcFA,salt,B-FOOD,4
1441,1441,NMtUD873aWrNjljt3VOcFA,buttermilk,B-FOOD,4
1442,1442,NMtUD873aWrNjljt3VOcFA,biscuit,B-FOOD,4
1443,1443,NMtUD873aWrNjljt3VOcFA,salted pecan,B-FOOD,4
1444,1444,NMtUD873aWrNjljt3VOcFA,ice cream,B-FOOD,4
1445,1445,CinrOH8rMB2hEvPY_iFOHA,glasses,B-FOOD,1
1446,1446,-e9MepGs8piOYdwuP5x7tw,cocktails,B-FOOD,5
1447,1447,j8JOZvfeHEfUWq3gEz6ABQ,wine,B-FOOD,5
1448,1448,j8JOZvfeHEfUWq3gEz6ABQ,cheese,B-FOOD,5
1449,1449,j8JOZvfeHEfUWq3gEz6ABQ,wine,B-FOOD,5
1450,1450,j8JOZvfeHEfUWq3gEz6ABQ,cheese,B-FOOD,5
1451,1451,j8JOZvfeHEfUWq3gEz6ABQ,wine,B-FOOD,5
1452,1452,j8JOZvfeHEfUWq3gEz6ABQ,bacon,B-FOOD,5
1453,1453,j8JOZvfeHEfUWq3gEz6ABQ,chorizo,B-FOOD,5
1454,1454,j8JOZvfeHEfUWq3gEz6ABQ,goat cheese,B-FOOD,5
1455,1455,j8JOZvfeHEfUWq3gEz6ABQ,cheese,B-FOOD,5
1456,1456,PYUI1OJVksGUbCrteU68bw,porkbelly,B-FOOD,4
1457,1457,PYUI1OJVksGUbCrteU68bw,whisky,B-FOOD,4
1458,1458,xHUTCaGGn5jQkbs-q1trXg,paint,B-FOOD,4
1459,1459,6dDC5PSmPEoJYuM8r8dN_A,Whole,B-FOOD,3
1460,1460,6dDC5PSmPEoJYuM8r8dN_A,Foods,B-FOOD,3
1461,1461,6dDC5PSmPEoJYuM8r8dN_A,cheese,B-FOOD,3
1462,1462,gwNlSSV0hGgNgTqPprj4FQ,salami,B-FOOD,3
1463,1463,gwNlSSV0hGgNgTqPprj4FQ,smoked turkey,B-FOOD,3
1464,1464,gwNlSSV0hGgNgTqPprj4FQ,tomato,B-FOOD,3
1465,1465,gwNlSSV0hGgNgTqPprj4FQ,garbanzo beans,B-FOOD,3
1466,1466,gwNlSSV0hGgNgTqPprj4FQ,parmesan cheese,B-FOOD,3
1467,1467,gwNlSSV0hGgNgTqPprj4FQ,antipasto,B-FOOD,3
1468,1468,gwNlSSV0hGgNgTqPprj4FQ,olives,B-FOOD,3
1469,1469,gwNlSSV0hGgNgTqPprj4FQ,artichoke hearts,B-FOOD,3
1470,1470,gwNlSSV0hGgNgTqPprj4FQ,salami,B-FOOD,3
1471,1471,DTuAFwqf2lknagHDT4pUMA,bacon,B-FOOD,5
1472,1472,DTuAFwqf2lknagHDT4pUMA,tomatos,B-FOOD,5
1473,1473,DTuAFwqf2lknagHDT4pUMA,ranch dressing,B-FOOD,5
1474,1474,DTuAFwqf2lknagHDT4pUMA,red sauce,B-FOOD,5
1475,1475,DTuAFwqf2lknagHDT4pUMA,Meatlovers,B-FOOD,5
1476,1476,DTuAFwqf2lknagHDT4pUMA,sausage,B-FOOD,5
1477,1477,DTuAFwqf2lknagHDT4pUMA,fennel,B-FOOD,5
1478,1478,DTuAFwqf2lknagHDT4pUMA,veggies,B-FOOD,5
1479,1479,bj-_vwEXLa7ECiHZhoOmFg,chicken cheese,B-FOOD,4
1480,1480,9gObo5ltOMo6UgsaXaHPWA,lobster mac,B-FOOD,4
1481,1481,9gObo5ltOMo6UgsaXaHPWA,mac cheese,B-FOOD,4
1482,1482,DsKzHnkLKnxZTVsFpts4oA,drinks,B-FOOD,5
1483,1483,DsKzHnkLKnxZTVsFpts4oA,beer,B-FOOD,5
1484,1484,DsKzHnkLKnxZTVsFpts4oA,beer,B-FOOD,5
1485,1485,DsKzHnkLKnxZTVsFpts4oA,rosemary fries,B-FOOD,5
1486,1486,HCbJPXWXvwN-C7XfmVy3gA,beer,B-FOOD,3
1487,1487,HCbJPXWXvwN-C7XfmVy3gA,citrus,B-FOOD,3
1488,1488,HCbJPXWXvwN-C7XfmVy3gA,soup,B-FOOD,3
1489,1489,HCbJPXWXvwN-C7XfmVy3gA,salad,B-FOOD,3
1490,1490,HCbJPXWXvwN-C7XfmVy3gA,Chicken Bruchetta,B-FOOD,3
1491,1491,HCbJPXWXvwN-C7XfmVy3gA,French Onion,B-FOOD,3
1492,1492,HCbJPXWXvwN-C7XfmVy3gA,soup,B-FOOD,3
1493,1493,IwqFmo-RJs15WvA8PVHFnA,meat,B-FOOD,5
1494,1494,rVfe1LHo55A2fworkm_jVw,gelato,B-FOOD,5
1495,1495,rVfe1LHo55A2fworkm_jVw,pizza gelato,B-FOOD,5
1496,1496,wUnLSg_GKfEIQ5CQQ770_g,Wine,B-FOOD,5
1497,1497,KZe5kpIHWVuJl6WgNYzceg,fried chicken,B-FOOD,4
1498,1498,KZe5kpIHWVuJl6WgNYzceg,coffee,B-FOOD,4
1499,1499,YFMYMfz9L3Wraqb9I9TnfA,oil,B-FOOD,1
1500,1500,Uc6PdjT_MO5bRPQsUUEy5Q,ribs,B-FOOD,4
1501,1501,Uc6PdjT_MO5bRPQsUUEy5Q,salad,B-FOOD,4
1502,1502,Uc6PdjT_MO5bRPQsUUEy5Q,sausage,B-FOOD,4
1503,1503,Uc6PdjT_MO5bRPQsUUEy5Q,mushrooms,B-FOOD,4
1504,1504,Uc6PdjT_MO5bRPQsUUEy5Q,liquor,B-FOOD,4
1505,1505,Uc6PdjT_MO5bRPQsUUEy5Q,beer,B-FOOD,4
1506,1506,Uc6PdjT_MO5bRPQsUUEy5Q,wine,B-FOOD,4
1507,1507,Zx7n8mdt8OzLRXVzolXNhQ,coffee,B-FOOD,4
1508,1508,Zx7n8mdt8OzLRXVzolXNhQ,gelato,B-FOOD,4
1509,1509,kZtl_NJjUnlIQgzFrBhXyQ,sushi,B-FOOD,3
1510,1510,EtKSTHV5Qx_Q7Aur9o4kQQ,bread,B-FOOD,5
1511,1511,EtKSTHV5Qx_Q7Aur9o4kQQ,meat,B-FOOD,5
1512,1512,j8JOZvfeHEfUWq3gEz6ABQ,wine,B-FOOD,3
1513,1513,j8JOZvfeHEfUWq3gEz6ABQ,cheese,B-FOOD,3
1514,1514,j8JOZvfeHEfUWq3gEz6ABQ,brussel,B-FOOD,3
1515,1515,kqAa2CtPGA-QsZhhbzpzUQ,olive oil,B-FOOD,1
1516,1516,kqAa2CtPGA-QsZhhbzpzUQ,pita bread,B-FOOD,1
1517,1517,kqAa2CtPGA-QsZhhbzpzUQ,oil,B-FOOD,1
1518,1518,kqAa2CtPGA-QsZhhbzpzUQ,olive oil,B-FOOD,1
1519,1519,G6kRQylkjNNE-yUXM2muBg,bagels,B-FOOD,4
1520,1520,G6kRQylkjNNE-yUXM2muBg,bagels,B-FOOD,4
1521,1521,_d5OAxaxRPsivgYbBq7U1A,silverware,B-FOOD,5
1522,1522,_d5OAxaxRPsivgYbBq7U1A,utensils,B-FOOD,5
1523,1523,_d5OAxaxRPsivgYbBq7U1A,drink,B-FOOD,5
1524,1524,_d5OAxaxRPsivgYbBq7U1A,mint,B-FOOD,5
1525,1525,_d5OAxaxRPsivgYbBq7U1A,drink,B-FOOD,5
1526,1526,_d5OAxaxRPsivgYbBq7U1A,Burger,B-FOOD,5
1527,1527,_d5OAxaxRPsivgYbBq7U1A,Coffee,B-FOOD,5
1528,1528,_d5OAxaxRPsivgYbBq7U1A,coffee,B-FOOD,5
1529,1529,ompDR5sUDpoI6gnTldmneQ,jambalaya,B-FOOD,3
1530,1530,ompDR5sUDpoI6gnTldmneQ,red beans,B-FOOD,3
1531,1531,ompDR5sUDpoI6gnTldmneQ,rice,B-FOOD,3
